"y" "age" "education" "experience" "nonwife"
"163" 1 34 14 19 21.2000007629395
"164" 1 43 16 14 14.4000043869019
"165" 1 46 12 22 20.5759601593018
"166" 1 35 9 6 12.4999904632568
"167" 1 46 17 23 17.5002155303955
"168" 1 46 14 15 44.0000381469727
"169" 1 43 12 6 13.1189546585083
"170" 1 30 12 11 14.0000562667847
"171" 1 41 11 2 9.64508628845215
"172" 1 54 12 22 17.397045135498
"173" 1 31 12 10 7.79988861083984
"174" 1 44 10 14 13.1339769363403
"175" 1 32 12 12 25.6000003814697
"176" 1 47 5 9 13.9000253677368
"177" 1 46 17 13 19.2979431152344
"178" 1 37 11 18 9.20001602172852
"179" 1 51 12 8 37.9999885559082
"180" 1 49 12 11 44
"181" 1 36 14 9 21.3720245361328
"182" 1 39 11 9 23.6680202484131
"183" 1 48 12 14 9
"184" 1 38 14 9 25.199951171875
"185" 1 40 12 2 21.2199993133545
"186" 1 39 10 12 33.969913482666
"187" 1 37 16 15 17.0699996948242
"188" 1 49 13 11 6.01602363586426
"189" 1 33 12 7 17.1000099182129
"190" 1 30 12 9 8.23700046539307
"191" 1 54 12 19 13.3000822067261
"192" 1 39 11 11 16.000020980835
"193" 1 43 12 8 12.5399904251099
"194" 1 31 9 13 18.0000381469727
"195" 1 33 13 4 31.2000007629395
"196" 1 40 12 7 20.7499103546143
"197" 1 36 12 19 11.0999202728271
"198" 1 51 12 14 20.6800003051758
"199" 1 44 13 14 18.0000095367432
"200" 1 42 16 3 32.4300651550293
"201" 1 40 12 9 32.900032043457
"202" 1 34 16 7 24.1000061035156
"203" 1 30 17 7 17.8003921508789
"204" 1 54 12 14 20.5000171661377
"205" 1 51 12 29 10.4998979568481
"206" 1 44 9 19 10.4370346069336
"207" 1 43 12 14 18.1949901580811
"208" 1 34 12 16 12.8450765609741
"209" 1 45 13 10 13.8000001907349
"210" 1 39 12 12 22.1999950408936
"211" 1 50 12 24 6.69994115829468
"212" 1 52 12 6 6.25001573562622
"213" 1 41 12 9 15.6000080108643
"214" 1 59 10 14 3.30000996589661
"215" 1 52 12 26 3.67097759246826
"216" 1 46 16 7 7.78999710083008
"217" 1 41 12 4 18.2719898223877
"218" 1 33 11 15 10.9539794921875
"219" 1 45 12 23 13.4999923706055
"220" 1 36 10 1 11.2000122070312
"221" 1 48 12 29 20.9999084472656
"222" 1 47 12 9 25.6999988555908
"223" 1 45 12 6 8.93299388885498
"224" 1 37 12 11 19.1599769592285
"225" 1 46 16 17 26.5899868011475
"226" 1 43 17 6 22.4000053405762
"227" 1 42 12 7 20.632999420166
"228" 1 34 17 2 28.2000064849854
"229" 1 52 12 24 28.7999992370605
"230" 1 37 12 4 8.99999713897705
"231" 1 37 12 11 11.3999423980713
"232" 1 52 8 25 10.400013923645
"233" 1 30 12 11 19.0800552368164
"234" 1 31 13 2 9.46603965759277
"235" 1 38 12 19 6.50006008148193
"236" 1 43 12 7 29.1170139312744
"237" 1 49 8 2 19.1030197143555
"238" 1 55 12 20 16.3499717712402
"239" 1 38 17 10 32.025016784668
"240" 1 52 17 19 16.7000617980957
"241" 1 48 12 17 4.81103754043579
"242" 1 32 13 12 24.6260089874268
"243" 1 32 12 11 17.4000129699707
"244" 1 38 12 6 13.0250396728516
"245" 1 46 12 10 19.0069828033447
"246" 1 40 12 4 14.0299997329712
"247" 1 31 9 2 14.8999061584473
"248" 1 43 10 13 25.0000553131104
"249" 1 51 12 21 10.7000675201416
"250" 1 30 16 9 24.2500038146973
"251" 1 52 13 4 39.139965057373
"252" 1 30 8 2 7.19997310638428
"253" 1 51 16 19 31.810998916626
"254" 1 31 13 4 10.0000476837158
"255" 1 34 12 9 20.6599998474121
"256" 1 49 11 14 13.4999761581421
"257" 1 35 13 6 25.3799953460693
"258" 1 53 12 24 18.2749767303467
"259" 1 32 12 1 39.2130012512207
"260" 1 38 10 13 10.4999361038208
"261" 1 54 12 3 34.8569984436035
"262" 1 47 17 10 28.5019989013672
"263" 1 45 15 16 12.9999599456787
"264" 1 47 16 9 41.3999099731445
"265" 1 59 10 19 14.7799997329712
"266" 1 32 11 4 15.0499982833862
"267" 1 45 12 10 29.6999778747559
"268" 1 40 12 5 16.1650199890137
"269" 1 47 14 7 25.2051582336426
"270" 1 36 16 3 14.1999988555908
"271" 1 56 14 38 18.1589679718018
"272" 1 41 8 16 28.9810638427734
"273" 1 48 7 13 13.3920030593872
"274" 1 36 12 1 9.17502021789551
"275" 1 41 12 7 27.0398483276367
"276" 1 41 14 15 13.1499519348145
"277" 1 36 12 10 16.4000701904297
"278" 1 37 12 2 21.299991607666
"279" 1 38 12 19 17.2010154724121
"280" 1 43 14 25 8.56002616882324
"281" 1 54 16 25 6.49083995819092
"282" 1 38 12 7 12.4999675750732
"283" 1 30 12 15 27.0000247955322
"284" 1 49 12 11 53.5000495910645
"285" 1 45 13 25 52.4999465942383
"286" 1 51 13 19 38.3999786376953
"287" 1 34 10 4 13.8919448852539
"288" 1 34 12 14 3.89999294281006
"289" 1 41 12 19 34.1999969482422
"290" 1 49 12 18 19.7000789642334
"291" 1 32 12 14 18.4999523162842
"292" 1 32 14 11 10.9999761581421
"293" 1 32 17 4 43.3000106811523
"294" 1 47 10 29 18.7600078582764
"295" 1 39 9 21 4.80009603500366
"296" 1 49 12 24 21.5000019073486
"297" 1 37 12 19 28.0399379730225
"298" 1 59 16 31 26.0000038146973
"299" 1 50 12 28 27
"300" 1 32 17 15 17.7996883392334
"301" 1 46 12 27 17.4019451141357
"302" 1 43 17 13 19.3099918365479
"303" 1 37 11 4 9.99997997283936
"304" 1 32 16 10 11.1799802780151
"305" 1 39 11 8 18.8569564819336
"306" 1 34 13 4 12.3000202178955
"307" 1 39 11 18 13.6771183013916
"308" 1 45 8 3 9.55999660491943
"309" 1 50 11 11 24.4999847412109
"310" 1 40 12 8 23.1499996185303
"311" 1 30 10 10 15.5908832550049
"312" 1 57 17 33 14.4209241867065
"313" 1 39 12 19 17.4549083709717
"314" 1 53 12 35 9.80001926422119
"315" 1 48 17 21 17.5744647979736
"316" 1 46 14 7 16.5550003051758
"317" 1 47 12 18 13.2949743270874
"318" 1 43 12 4 11.8440027236938
"319" 1 47 12 12 46.6450614929199
"320" 1 47 12 16 14.6999893188477
"321" 1 47 12 14 26.0900802612305
"322" 1 46 12 3 9.89999961853027
"323" 1 34 9 1 9.0480260848999
"324" 1 48 10 27 30.7500648498535
"325" 1 30 12 12 8.49993991851807
"326" 1 51 12 6 22.2499923706055
"327" 1 52 12 9 42.9099998474121
"328" 1 37 12 2 33.2999992370605
"329" 1 32 12 6 13.8199033737183
"330" 1 36 17 9 23.6000080108643
"331" 1 35 12 16 13.0000677108765
"332" 1 45 17 22 20.7499408721924
"333" 1 56 12 26 6.30000019073486
"334" 1 40 10 11 7.78892469406128
"335" 1 45 12 11 10.4700403213501
"336" 1 32 12 15 12
"337" 1 45 12 13 16.9799156188965
"338" 1 40 12 6 17.8999996185303
"339" 1 38 12 20 15.5399370193481
"340" 1 49 12 17 9.88398551940918
"341" 1 47 16 8 28.5999507904053
"342" 1 52 13 13 17.6600112915039
"343" 1 34 13 15 25.9999179840088
"344" 1 44 12 14 13.6020097732544
"345" 1 36 16 14 15.8000001907349
"346" 1 50 17 6 41.0999946594238
"347" 1 45 12 24 10.7750415802002
"348" 1 44 14 10 9.0000467300415
"349" 1 57 12 2 24.3989944458008
"350" 1 35 17 9 37.3000907897949
"351" 1 46 12 23 27.9999485015869
"352" 1 30 14 12 13.7000026702881
"353" 1 42 12 8 17.2099437713623
"354" 1 34 12 16 14.0000143051147
"355" 1 45 17 10 35.7550201416016
"356" 1 35 16 7 23.4999961853027
"357" 1 40 16 19 31.9999332427979
"358" 1 32 12 2 17.149995803833
"359" 1 54 9 9 20.2500247955322
"360" 1 38 12 14 5.48598480224609
"361" 1 43 12 9 25.0750408172607
"362" 1 54 16 16 18.2199516296387
"363" 1 39 14 7 25.9999961853027
"364" 1 37 12 6 34.500072479248
"365" 1 46 12 22 12.3999996185303
"366" 1 56 11 9 10.7868499755859
"367" 1 41 12 9 16.3230075836182
"368" 1 45 16 14 30.5
"369" 1 44 17 17 51.2996253967285
"370" 1 50 17 12 33.0499725341797
"371" 1 37 14 13 34.7500114440918
"372" 1 44 12 8 16.4000396728516
"373" 1 32 14 10 19.7000732421875
"374" 1 34 12 16 6.60000276565552
"375" 1 32 10 1 9.0200080871582
"376" 1 37 12 6 10.4000082015991
"377" 1 44 13 4 14.5199880599976
"378" 1 34 16 8 17.1999969482422
"379" 1 33 12 4 43
"380" 1 43 7 15 13.8719596862793
"381" 1 35 16 7 -0.029057452455163
"382" 1 43 14 14 16.7699432373047
"383" 1 34 12 16 7.79999971389771
"384" 1 36 10 15 14.5000638961792
"385" 1 41 12 23 7.90000009536743
"386" 1 41 16 19 79.8000106811523
"387" 1 35 10 4 7.17597007751465
"388" 1 32 12 12 17.5069828033447
"389" 1 30 14 12 20.6000003814697
"390" 1 43 12 25 18.5599155426025
"391" 1 54 6 14 9.30000019073486
"392" 1 35 15 14 5.12000751495361
"393" 1 50 12 11 14.5000381469727
"394" 1 34 17 7 19.7999992370605
"395" 1 52 14 18 18.2999496459961
"396" 1 35 13 4 33.9999351501465
"397" 1 55 6 37 11.6279363632202
"398" 1 35 16 13 11.8000459671021
"399" 1 49 14 14 39.0999755859375
"400" 1 38 15 17 18.4300708770752
"401" 1 42 14 5 21
"402" 1 48 8 2 59
"403" 1 51 14 0 25.2999992370605
"404" 1 43 12 3 23.2489910125732
"405" 1 43 12 21 24.9280872344971
"406" 1 38 12 20 14.7819881439209
"407" 1 44 12 19 18.9000282287598
"408" 1 36 12 4 21
"409" 1 38 12 19 10.0000095367432
"410" 1 47 8 11 29.3099746704102
"411" 1 34 12 14 13.1400318145752
"412" 1 40 17 8 25.089994430542
"413" 1 31 12 13 14.5999317169189
"414" 1 46 12 24 1.20000123977661
"415" 1 36 14 1 32.0000038146973
"416" 1 39 13 1 16.1199703216553
"417" 1 36 17 3 26.5000228881836
"418" 1 37 8 4 12.7500553131104
"419" 1 39 12 21 12.8999996185303
"420" 1 36 11 10 10.6999750137329
"421" 1 49 12 13 14.4340314865112
"422" 1 45 12 9 23.7089996337891
"423" 1 32 17 14 15.100004196167
"424" 1 36 10 2 18.1999759674072
"425" 1 40 12 21 22.641056060791
"426" 1 43 13 22 21.640079498291
"427" 1 33 12 14 23.9999847412109
"428" 1 30 12 7 16.0000152587891
"429" 0 49 12 2 21.0249996185303
"430" 0 30 16 5 23.6000003814697
"431" 0 30 12 12 22.7999992370605
"432" 0 41 12 1 35.9099998474121
"433" 0 45 12 12 21.7000007629395
"434" 0 43 12 4 21.8229999542236
"435" 0 42 13 9 31
"436" 0 60 12 9 15.3000001907349
"437" 0 57 12 6 12.9250001907349
"438" 0 38 10 5 15.8299999237061
"439" 0 56 12 5 30.2000007629395
"440" 0 32 12 8 16.6000003814697
"441" 0 49 7 2 11
"442" 0 55 12 6 15
"443" 0 36 9 0 20.5279998779297
"444" 0 44 12 3 13.1260004043579
"445" 0 44 10 7 15.5500001907349
"446" 0 35 14 3 18.0100002288818
"447" 0 44 14 10 18.8740005493164
"448" 0 45 12 3 24.7999992370605
"449" 0 34 12 2 17.5
"450" 0 30 17 12 16.1499996185303
"451" 0 39 8 15 15.1890001296997
"452" 0 36 12 5 6
"453" 0 38 17 4 37.25
"454" 0 53 12 10 27.7600002288818
"455" 0 36 12 1 9.09000015258789
"456" 0 32 12 8 14.5
"457" 0 51 9 20 19.7000007629395
"458" 0 38 11 4 16.7880001068115
"459" 0 33 12 7 18.5200004577637
"460" 0 54 12 10 20.9500007629395
"461" 0 38 9 3 7.57399988174438
"462" 0 30 11 5 10.0270004272461
"463" 0 34 12 10 5
"464" 0 34 9 0 7.03999996185303
"465" 0 50 12 3 40.7999992370605
"466" 0 30 17 10 16.0499992370605
"467" 0 38 12 2 33.0999984741211
"468" 0 54 14 10 33.8559989929199
"469" 0 30 12 4 20.5
"470" 0 55 12 0 28.6000003814697
"471" 0 51 10 10 18.75
"472" 0 44 12 5 20.2999992370605
"473" 0 53 12 0 13.4200000762939
"474" 0 42 10 0 18.3999996185303
"475" 0 38 12 19 16.681999206543
"476" 0 38 13 2 32.685001373291
"477" 0 41 12 12 7.05000019073486
"478" 0 35 8 5 10.8669996261597
"479" 0 33 12 5 18.2199993133545
"480" 0 48 13 5 26.613000869751
"481" 0 47 12 10 25
"482" 0 34 12 0 15.6999998092651
"483" 0 33 13 4 40.25
"484" 0 31 13 3 73.5999984741211
"485" 0 58 8 2 10.5920000076294
"486" 0 49 12 1 8
"487" 0 55 8 0 13.3999996185303
"488" 0 44 14 1 23.7000007629395
"489" 0 44 9 1 18.8999996185303
"490" 0 36 16 6 48.2999992370605
"491" 0 38 12 12 24.4699993133545
"492" 0 37 16 6 28.6299991607666
"493" 0 47 12 9 25.3199996948242
"494" 0 47 12 14 13.5299997329712
"495" 0 32 12 13 14.8000001907349
"496" 0 43 12 8 17.3999996185303
"497" 0 42 11 0 15.9799995422363
"498" 0 56 12 1 16.576000213623
"499" 0 38 13 3 21.8500003814697
"500" 0 52 12 13 14.6000003814697
"501" 0 50 12 3 21.6000003814697
"502" 0 33 16 8 24
"503" 0 44 16 8 20.882999420166
"504" 0 41 12 18 19.5
"505" 0 45 12 2 42.7999992370605
"506" 0 53 14 3 41.5
"507" 0 53 14 5 18.9650001525879
"508" 0 42 12 2 16.1000003814697
"509" 0 32 13 10 14.6999998092651
"510" 0 56 12 30 18.7999992370605
"511" 0 37 11 1 14.75
"512" 0 40 12 5 21
"513" 0 54 15 8 35.4000015258789
"514" 0 53 7 0 10.6999998092651
"515" 0 48 12 4 24.5
"516" 0 36 12 2 17.0450000762939
"517" 0 57 12 30 18.7999992370605
"518" 0 51 12 25 14
"519" 0 33 13 3 18.2140007019043
"520" 0 52 12 20 20.1770000457764
"521" 0 56 10 20 8.30000019073486
"522" 0 36 12 0 14.1999998092651
"523" 0 36 14 15 21.7679996490479
"524" 0 46 12 10 29.55299949646
"525" 0 31 10 4 4.34999990463257
"526" 0 52 11 3 24
"527" 0 46 12 10 18.2999992370605
"528" 0 35 12 9 17.2000007629395
"529" 0 59 12 7 16.4759998321533
"530" 0 36 8 12 13.3999996185303
"531" 0 51 7 0 44.9879989624023
"532" 0 31 16 16 18.2000007629395
"533" 0 31 14 4 28
"534" 0 32 12 7 11.5500001907349
"535" 0 35 16 7 28.4500007629395
"536" 0 40 12 14 15.0959997177124
"537" 0 33 10 2 8.00899982452393
"538" 0 54 7 20 10.039999961853
"539" 0 36 12 5 16.7000007629395
"540" 0 50 10 10 8.39999961853027
"541" 0 54 8 20 13
"542" 0 48 11 10 17.9699993133545
"543" 0 41 15 8 18.4500007629395
"544" 0 50 12 11 31
"545" 0 46 12 3 24.1350002288818
"546" 0 42 13 6 31.7000007629395
"547" 0 31 9 4 10.1899995803833
"548" 0 53 12 4 21.5739994049072
"549" 0 51 12 9 26.6800003051758
"550" 0 47 12 10 17.7000007629395
"551" 0 50 12 3 29.3999996185303
"552" 0 37 6 2 22.1590003967285
"553" 0 30 12 2 35
"554" 0 49 12 0 8.63000011444092
"555" 0 52 12 8 17.0799999237061
"556" 0 47 12 6 32.5
"557" 0 49 12 15 16
"558" 0 44 12 15 18.8500003814697
"559" 0 53 8 9 17.5
"560" 0 30 12 8 19.3920001983643
"561" 0 54 12 18 14.4499998092651
"562" 0 47 7 3 21.7999992370605
"563" 0 56 15 10 7.69999980926514
"564" 0 49 12 6 31.7999992370605
"565" 0 48 6 20 17.257999420166
"566" 0 49 12 8 13.3990001678467
"567" 0 56 12 3 16.0729999542236
"568" 0 46 12 4 23.2600002288818
"569" 0 45 12 13 37.2999992370605
"570" 0 32 12 4 11
"571" 0 43 12 17 13.0749998092651
"572" 0 34 12 4 13.6999998092651
"573" 0 30 12 0 25.1000003814697
"574" 0 38 17 15 18.6000003814697
"575" 0 33 16 11 29
"576" 0 52 12 23 19.2369995117188
"577" 0 43 11 1 19.8549995422363
"578" 0 33 12 5 9.44999980926514
"579" 0 45 10 1 30
"580" 0 36 10 5 15
"581" 0 34 12 3 24.701000213623
"582" 0 37 14 3 15.8999996185303
"583" 0 46 10 19 16.2399997711182
"584" 0 47 12 20 21.1000003814697
"585" 0 31 16 5 23
"586" 0 57 5 0 6.34000015258789
"587" 0 30 12 3 42.25
"588" 0 30 12 3 14.6940002441406
"589" 0 44 12 7 21.4169998168945
"590" 0 53 13 7 20.2000007629395
"591" 0 51 8 1 12.0900001525879
"592" 0 39 12 13 24.7600002288818
"593" 0 52 8 0 23
"594" 0 46 8 0 19.3649997711182
"595" 0 47 12 12 5.55000019073486
"596" 0 52 8 0 68.0350036621094
"597" 0 45 12 5 29.2999992370605
"598" 0 60 11 45 18.5
"599" 0 41 13 10 22.5820007324219
"600" 0 39 8 2 21.5
"601" 0 49 12 3 28.0699996948242
"602" 0 32 15 1 50.2999992370605
"603" 0 33 12 5 23.5
"604" 0 36 10 10 15.5
"605" 0 37 13 4 13.4399995803833
"606" 0 30 12 7 8.10000038146973
"607" 0 44 11 9 9.80000019073486
"608" 0 48 12 5 20.2999992370605
"609" 0 40 11 4 15
"610" 0 47 13 11 56.0999984741211
"611" 0 36 12 9 22.8460006713867
"612" 0 40 11 4 22.2250003814697
"613" 0 46 12 2 17.6350002288818
"614" 0 52 12 23 18.5
"615" 0 44 12 3 13.3900003433228
"616" 0 45 10 15 15.1499996185303
"617" 0 30 7 8 16.2000007629395
"618" 0 40 12 3 33.9199981689453
"619" 0 43 12 25 14
"620" 0 49 12 2 16.7360000610352
"621" 0 46 12 0 30.6499996185303
"622" 0 52 11 19 12.3999996185303
"623" 0 31 12 3 19.0219993591309
"624" 0 42 10 7 11.2030000686646
"625" 0 33 11 1 19.8759994506836
"626" 0 57 16 9 57
"627" 0 49 10 3 18.2900009155273
"628" 0 45 14 8 20.2199993133545
"629" 0 56 11 0 22.1499996185303
"630" 0 41 12 5 30.6229991912842
"631" 0 56 5 20 9.38000011444092
"632" 0 48 10 3 22
"633" 0 52 16 12 23.6749992370605
"634" 0 51 12 5 33.6710014343262
"635" 0 35 11 1 12.3669996261597
"636" 0 45 12 0 21.9500007629395
"637" 0 54 12 7 32
"638" 0 54 12 13 22.6100006103516
"639" 0 31 12 3 12.0920000076294
"640" 0 53 6 0 3.77699995040894
"641" 0 35 14 2 36
"642" 0 36 12 0 26.8999996185303
"643" 0 59 12 2 32.242000579834
"644" 0 54 16 1 35.0200004577637
"645" 0 37 12 10 37.5999984741211
"646" 0 44 12 10 1.5
"647" 0 34 17 1 96
"648" 0 49 12 3 18.1499996185303
"649" 0 49 12 32 15.5
"650" 0 60 9 0 14
"651" 0 51 12 7 14.7559995651245
"652" 0 30 12 5 22
"653" 0 47 12 2 24.4659996032715
"654" 0 36 12 5 24.3999996185303
"655" 0 35 12 3 24
"656" 0 58 12 25 15.5
"657" 0 41 14 0 30.7999992370605
"658" 0 51 10 3 10.6599998474121
"659" 0 47 12 10 13.3500003814697
"660" 0 45 9 10 10.0900001525879
"661" 0 60 14 7 55.5999984741211
"662" 0 30 16 5 25.7000007629395
"663" 0 55 11 15 29
"664" 0 32 12 1 7.28599977493286
"665" 0 36 12 5 37.7519989013672
"666" 0 55 12 9 13.0719995498657
"667" 0 47 12 18 7.04400014877319
"668" 0 47 12 1 18.2000007629395
"669" 0 37 11 0 27
"670" 0 50 12 6 30.2999992370605
"671" 0 30 12 1 12
"672" 0 48 17 2 31.5
"673" 0 43 10 15 27.0919990539551
"674" 0 48 11 25 20.9680004119873
"675" 0 41 14 1 27
"676" 0 50 12 0 11.2250003814697
"677" 0 58 8 0 37.7000007629395
"678" 0 38 13 0 28.2000007629395
"679" 0 37 12 8 34
"680" 0 50 16 22 63.2000007629395
"681" 0 42 8 5 7.5
"682" 0 37 9 10 17.4099998474121
"683" 0 41 16 1 51
"684" 0 31 12 1 12.9160003662109
"685" 0 51 12 6 21.8999996185303
"686" 0 36 12 4 17.6399993896484
"687" 0 54 15 6 20
"688" 0 49 12 0 15
"689" 0 48 9 1 14.0600004196167
"690" 0 42 9 3 15.8249998092651
"691" 0 41 12 15 16.5100002288818
"692" 0 55 16 33 13
"693" 0 42 9 2 10
"694" 0 32 15 1 22
"695" 0 43 12 10 29.7999992370605
"696" 0 33 12 0 15
"697" 0 48 15 14 22.2999992370605
"698" 0 43 12 15 14.5500001907349
"699" 0 47 17 15 19.7299995422363
"700" 0 54 12 10 35
"701" 0 51 12 6 21.0139999389648
"702" 0 51 10 18 10.8760004043579
"703" 0 43 13 15 27.8500003814697
"704" 0 53 12 30 9.5600004196167
"705" 0 34 11 15 30.2999992370605
"706" 0 31 8 10 7.71999979019165
"707" 0 56 12 0 10.5500001907349
"708" 0 42 16 0 24.1060009002686
"709" 0 32 12 4 22.9950008392334
"710" 0 35 12 0 6
"711" 0 30 12 3 24.3500003814697
"712" 0 51 10 20 7.60799980163574
"713" 0 47 12 3 28.2000007629395
"714" 0 54 12 1 16.1499996185303
"715" 0 31 15 5 51.2000007629395
"716" 0 47 10 7 12.6459999084473
"717" 0 47 14 6 19
"718" 0 40 12 2 19
"719" 0 48 8 0 14.3999996185303
"720" 0 34 8 10 7.23199987411499
"721" 0 38 12 6 21.943000793457
"722" 0 32 12 4 47.5
"723" 0 48 16 8 28.8999996185303
